"Query_sequence","Most_common_class.level.assignment","Class.level_assignment","Most_common_order.level.assignment","Order.level_assignment","Most_common_family.level.assignment","Family.level_assignment","Taxon_assignment","Likelihood_weight","otu","Extraction_ID","Tree_ID","site_ID"
"EUSF1003_ITS1F_D02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU97","EUSF01003","S4T2","S4"
"EUSF1004_ITS1F_E02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU129","EUSF01004","S4T2","S4"
"EUSF1005_ITS1F_F02_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Discinaceae","Discinaceae","Gyromitra_infula","1","OTU96","EUSF01005","S4T2","S4"
"EUSF1006_ITS1F_G02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU97","EUSF01006","S4T2","S4"
"EUSF1007_ITS1F_H02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Lophiostomataceae","Lophiostomataceae,Trematosphaeriaceae,unclassified","Lophiostoma_crenatum,Trematosphaeria_heterospora,Sigarispora_arundinis,Massariosphaeria_grandispora","0.311493, 0.308854, 0.305366, 0.024152, 0.017846","OTU192","EUSF01007","S4T2","S4"
"EUSF1008_ITS1F_A03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF01008","S4T2","S4"
"EUSF1009_ITS1F_B03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU259","EUSF01009","S4T2","S4"
"EUSF1010_ITS1F_C03_mixed_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU63","EUSF01010","S4T2","S4"
"EUSF1011_ITS1F_D03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU184","EUSF01011","S4T2","S4"
"EUSF1012_ITS1F_E03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.942473, 0.030847","OTU257","EUSF01012","S4T2","S4"
"EUSF1013_ITS1F_F03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977263","OTU201","EUSF01013","S4T2","S4"
"EUSF1014_ITS1F_G03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF01014","S4T2","S4"
"EUSF1015_ITS1F_H03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF01015","S4T2","S4"
"EUSF1017_ITS1F_B04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF01017","S4T2","S4"
"EUSF1018_ITS1F_C04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF01018","S4T2","S4"
"EUSF1019_ITS1F_D04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU99","EUSF01019","S4T2","S4"
"EUSF1021_ITS1F_F04_mixed_cleaned.ab1","Dothideomycetes","Dothideomycetes","Trypetheliales","Trypetheliales","Trypetheliaceae","Trypetheliaceae","Astrothelium_cinnamomeum,Trypethelium_nitidiusculum,Trypethelium_virens,Laurera_megasperma","0.079049, 0.072284, 0.071387, 0.069543, 0.064003, 0.063991, 0.044036, 0.044002, 0.044002, 0.044002, 0.044002, 0.044002, 0.024926, 0.024925, 0.019397, 0.019382, 0.015000, 0.015000, 0.009531, 0.009529, 0.006225, 0.006047, 0.006046, 0.005631, 0.005437, 0.005437, 0.004814, 0.004812, 0.004772, 0.004765, 0.004760, 0.004706, 0.004705, 0.004309, 0.003864, 0.003838, 0.003418, 0.003197, 0.003115, 0.003078, 0.003076, 0.003076, 0.003076, 0.003076, 0.003076, 0.002929, 0.002920, 0.002533, 0.002504, 0.001685, 0.001674, 0.001674, 0.001674, 0.001590, 0.001319","OTU46","EUSF01021","S4T2","S4"
"EUSF1022_ITS1F_G04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea","0.999926","OTU78","EUSF01022","S4T2","S4"
"EUSF1023_ITS1F_H04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF01023","S4T2","S4"
"EUSF1024_ITS1F_A05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF01024","S4T2","S4"
"EUSF1026_ITS1F_C05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU97","EUSF01026","S4T2","S4"
"EUSF1027_ITS1F_D05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU203","EUSF01027","S4T2","S4"
"EUSF1028_ITS1F_E05_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU221","EUSF01028","S4T2","S4"
"EUSF1029_ITS1F_F05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977664","OTU10","EUSF01029","S4T3","S4"
"EUSF1030_ITS1F_G05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF01030","S4T3","S4"
"EUSF1031_ITS1F_H05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01031","S4T3","S4"
"EUSF1032_ITS1F_A06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF01032","S4T3","S4"
"EUSF1033_ITS1F_B06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01033","S4T3","S4"
"EUSF1034_ITS1F_C06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF01034","S4T3","S4"
"EUSF1036_ITS1F_E06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Pleosporales","Pleosporales","Pleosporaceae","Pleosporaceae","Pleospora_herbarum","0.999362","OTU108","EUSF01036","S4T3","S4"
"EUSF1037_ITS1F_F06_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999902","OTU161","EUSF01037","S4T4","S4"
"EUSF1038_ITS1F_G06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Sordariales","Sordariales","Chaetomiaceae","Chaetomiaceae","Chaetomium_elatum","1","OTU139","EUSF01038","S4T4","S4"
"EUSF1039_ITS1F_H06_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF01039","S4T4","S4"
"EUSF1040_ITS1F_A07_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01040","S4T4","S4"
"EUSF1041_ITS1F_B07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU115","EUSF01041","S4T4","S4"
"EUSF1042_ITS1F_C07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF01042","S4T4","S4"
"EUSF1043_ITS1F_D07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF01043","S4T4","S4"
"EUSF1044_ITS1F_E07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU39","EUSF01044","S4T4","S4"
"EUSF1045_ITS1F_F07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU97","EUSF01045","S4T4","S4"
"EUSF1046_ITS1F_G07_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF01046","S4T4","S4"
"EUSF1048_ITS1F_A08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.380061, 0.308055, 0.282385","OTU31","EUSF01048","S4T4","S4"
"EUSF1049_ITS1F_B08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_hoffmannii","0.739281, 0.170633, 0.090086","OTU62","EUSF01049","S4T4","S4"
"EUSF1050_ITS1F_C08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF01050","S4T4","S4"
"EUSF1051_ITS1F_D08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Geniculisynnema_termiticola,Nemania_serpens","0.386346, 0.299786, 0.285099","OTU29","EUSF01051","S4T4","S4"
"EUSF1052_ITS1F_E08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU35","EUSF01052","S4T4","S4"
"EUSF1053_ITS1F_F08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Sordariales","Sordariales","Chaetomiaceae","Chaetomiaceae","Chaetomium_elatum","1","OTU90","EUSF01053","S4T4","S4"
"EUSF1054_ITS1F_G08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU50","EUSF01054","S4T4","S4"
"EUSF1055_ITS1F_H08_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_decumbens","0.200038, 0.200030, 0.200001, 0.199981, 0.199950","OTU225","EUSF01055","S4T4","S4"
"EUSF1056_ITS1F_A09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.522585, 0.261771, 0.196975","OTU264","EUSF01056","S4T4","S4"
"EUSF1057_ITS1F_B09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU226","EUSF01057","S4T4","S4"
"EUSF1058_ITS1F_C09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF01058","S4T4","S4"
"EUSF1059_ITS1F_D09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF01059","S4T4","S4"
"EUSF1060_ITS1F_E09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU50","EUSF01060","S4T4","S4"
"EUSF1061_ITS1F_F09_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Cercospora_beticola","0.550287, 0.334177, 0.115536","OTU6","EUSF01061","S4T4","S4"
"EUSF1062_ITS1F_G09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.478797, 0.284597, 0.215110","OTU179","EUSF01062","S4T4","S4"
"EUSF1063_ITS1F_H09_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU236","EUSF01063","S4T4","S4"
"EUSF1064_ITS1F_A10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU57","EUSF01064","S4T4","S4"
"EUSF1065_ITS1F_B10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.791059, 0.112122, 0.088683","OTU219","EUSF01065","S4T4","S4"
"EUSF1066_ITS1F_C10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01066","S4T5","S4"
"EUSF1067_ITS1F_D10_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU229","EUSF01067","S4T5","S4"
"EUSF1068_ITS1F_E10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01068","S4T5","S4"
"EUSF1070_ITS1F_G10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF01070","S3T1","S3"
"EUSF1071_ITS1F_H10_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.444213, 0.343313, 0.206794","OTU122","EUSF01071","S3T1","S3"
"EUSF1072_ITS1F_A11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Mycosphaerellaceae","Mycosphaerellaceae","Ramularia_endophylla,Zymoseptoria_tritici","0.443956, 0.343666, 0.206628","OTU109","EUSF01072","S3T1","S3"
"EUSF1073_ITS1F_B11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU184","EUSF01073","S2T1","S2"
"EUSF1074_ITS1F_C11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU184","EUSF01074","S2T1","S2"
"EUSF1075_ITS1F_D11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF01075","S3T3","S3"
"EUSF1076_ITS1F_E11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU80","EUSF01076","S2T4","S2"
"EUSF1077_ITS1F_F11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998077","OTU204","EUSF01077","S2T4","S2"
"EUSF1078_ITS1F_G11_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF01078","S5T1","S5"
"EUSF1079_ITS1F_H11_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01079","S5T1","S5"
"EUSF1080_ITS1F_A12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01080","S5T1","S5"
"EUSF1081_ITS1F_B12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF01081","S5T1","S5"
"EUSF1082_ITS1F_C12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU70","EUSF01082","S5T1","S5"
"EUSF1083_ITS1F_D12_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.997457","OTU243","EUSF01083","S5T1","S5"
"EUSF1084_ITS1F_E12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU238","EUSF01084","S5T1","S5"
"EUSF1085_ITS1F_F12_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU188","EUSF01085","S5T1","S5"
"EUSF1086_ITS1F_G12_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.982825","OTU64","EUSF01086","S5T1","S5"
"EUSF1087_ITS1F_C01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Nemania_aenea,Geniculisynnema_termiticola,Nemania_serpens","0.524397, 0.260797, 0.196232","OTU208","EUSF01087","S5T1","S5"
"EUSF1088_ITS1F_D01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU188","EUSF01088","S5T1","S5"
"EUSF1089_ITS1F_E01_cleaned.ab1","Eurotiomycetes","Eurotiomycetes","Eurotiales","Eurotiales","Aspergillaceae","Aspergillaceae","Penicillium_viridicatum,Penicillium_freii","0.895740, 0.069317","OTU44","EUSF01089","S5T1","S5"
"EUSF1090_ITS1F_F01_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01090","S5T1","S5"
"EUSF1091_ITS1F_G01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU34","EUSF01091","S5T1","S5"
"EUSF1092_ITS1F_H01_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU17","EUSF01092","S5T1","S5"
"EUSF1093_ITS1F_A02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF01093","S5T1","S5"
"EUSF1094_ITS1F_B02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF01094","S6T1","S6"
"EUSF1095_ITS1F_C02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria,Coniochaeta_hoffmannii","0.95137","OTU2","EUSF01095","S6T1","S6"
"EUSF1096_ITS1F_D02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU110","EUSF01096","S5T2","S5"
"EUSF1097_ITS1F_E02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01097","S5T2","S5"
"EUSF1098_ITS1F_F02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01098","S5T2","S5"
"EUSF1099_ITS1F_G02_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01099","S5T2","S5"
"EUSF1100_ITS1F_H02_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF01100","S5T2","S5"
"EUSF1101_ITS1F_A03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Botryosphaeriales","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeriaceae","Neofusicoccum_kwambonambiense,Neofusicoccum_ribis","0.977272","OTU45","EUSF01101","S5T2","S5"
"EUSF1102_ITS1F_B03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01102","S5T2","S5"
"EUSF1103_ITS1F_C03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01103","S5T2","S5"
"EUSF1104_ITS1F_D03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Diaporthales","Diaporthales","Diaporthaceae","Diaporthaceae","Diaporthe_eres","1","OTU68","EUSF01104","S5T2","S5"
"EUSF1105_ITS1F_E03_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Biscogniauxia_mediterranea","1","OTU263","EUSF01105","S5T2","S5"
"EUSF1106_ITS1F_F03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01106","S5T2","S5"
"EUSF1107_ITS1F_G03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01107","S5T2","S5"
"EUSF1108_ITS1F_H03_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01108","S5T2","S5"
"EUSF1109_ITS1F_A04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999876","OTU135","EUSF01109","S5T2","S5"
"EUSF1110_ITS1F_B04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF01110","S5T2","S5"
"EUSF1111_ITS1F_C04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Xylariaceae","Xylariaceae","Kretzschmaria_deusta","1","OTU182","EUSF01111","S5T2","S5"
"EUSF1112_ITS1F_D04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Xylariales","Xylariales","Apiosporaceae","Apiosporaceae","Apiospora_setosa,Apiospora_bambusae,Apiospora_tintinnabula,Arthrinium_sacchari,Arthrinium_arundinis","0.970542","OTU205","EUSF01112","S5T2","S5"
"EUSF1113_ITS1F_E04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999902","OTU167","EUSF01113","S5T2","S5"
"EUSF1114_ITS1F_F04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01114","S5T2","S5"
"EUSF1115_ITS1F_G04_cleaned.ab1","Sordariomycetes","Sordariomycetes","Coniochaetales","Coniochaetales","Coniochaetaceae","Coniochaetaceae","Coniochaeta_ligniaria","0.998068","OTU242","EUSF01115","S5T2","S5"
"EUSF1116_ITS1F_H04_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01116","S5T2","S5"
"EUSF1117_ITS1F_A05_cleaned.ab1","Dothideomycetes","Dothideomycetes","Capnodiales","Capnodiales","Cladosporiaceae","Cladosporiaceae","Cladosporium_cladosporioides","0.999895","OTU11","EUSF01117","S5T2","S5"
"EUSF1118_ITS1F_B05_cleaned.ab1","Pezizomycetes","Pezizomycetes","Pezizales","Pezizales","Pezizaceae","Pezizaceae","Peziza_praetervisa,Peziza_proteana,Peziza_lobulata","0.98667","OTU116","EUSF01118","S5T2","S5"
